# Link Utilization Monitoring Output
# Format: timestamp(ns),nodeType(0=host/1=switch),nodeId,portId,txUtilization%,rxUtilization%,linkBandwidthMbps
2000021000,1,6,2,0.96,100.61,100000
2000021000,1,6,3,0.96,100.61,100000
2000021000,1,6,4,1.44,100.61,100000
2000021000,1,6,5,1.44,100.61,100000
2000021000,1,6,6,100.61,5.76,100000
2000022000,1,6,1,1.44,108.99,100000
2000022000,1,6,2,1.44,100.61,100000
2000022000,1,6,3,0.96,100.61,100000
2000022000,1,6,4,0.96,100.61,100000
2000022000,1,6,5,0.96,100.61,100000
2000022000,1,6,6,108.99,5.76,100000
2000023000,1,6,1,0.96,100.61,100000
2000023000,1,6,2,0.96,100.61,100000
2000023000,1,6,3,1.44,100.61,100000
2000023000,1,6,4,1.44,100.61,100000
2000023000,1,6,5,0.96,100.61,100000
2000023000,1,6,6,100.61,5.76,100000
2000024000,1,6,1,1.44,100.61,100000
2000024000,1,6,2,0.96,100.61,100000
2000024000,1,6,3,0.96,100.61,100000
2000024000,1,6,4,0.96,100.61,100000
2000024000,1,6,5,1.44,100.61,100000
2000024000,1,6,6,100.61,5.76,100000
2000025000,1,6,1,0.96,100.61,100000
2000025000,1,6,2,1.44,100.61,100000
2000025000,1,6,3,1.44,100.61,100000
2000025000,1,6,4,1.44,100.61,100000
2000025000,1,6,5,0.96,100.61,100000
2000025000,1,6,6,100.61,6.24,100000
2000026000,1,6,1,1.44,100.61,100000
2000026000,1,6,2,0.96,83.84,100000
2000026000,1,6,3,0.96,83.84,100000
2000026000,1,6,4,0.96,100.61,100000
2000026000,1,6,5,1.44,100.61,100000
2000026000,1,6,6,100.61,5.76,100000
2000027000,1,6,1,0.96,100.61,100000
2000027000,1,6,2,1.44,16.77,100000
2000027000,1,6,3,1.44,16.77,100000
2000027000,1,6,4,0.96,0.00,100000
2000027000,1,6,5,0.96,0.00,100000
2000027000,1,6,6,100.61,5.76,100000
2000028000,1,6,1,0.96,75.46,100000
2000028000,1,6,2,0.96,0.00,100000
2000028000,1,6,3,0.96,0.00,100000
2000028000,1,6,4,1.44,0.00,100000
2000028000,1,6,5,1.44,0.00,100000
2000028000,1,6,6,100.61,5.76,100000
2000029000,1,6,1,1.44,50.30,100000
2000029000,1,6,2,1.44,0.00,100000
2000029000,1,6,3,0.96,0.00,100000
2000029000,1,6,4,0.96,0.00,100000
2000029000,1,6,5,0.96,0.00,100000
2000029000,1,6,6,100.61,5.76,100000
2000030000,1,6,1,0.96,50.30,100000
2000030000,1,6,2,0.96,0.00,100000
2000030000,1,6,3,1.44,0.00,100000
2000030000,1,6,4,1.44,0.00,100000
2000030000,1,6,5,0.96,0.00,100000
2000030000,1,6,6,100.61,5.76,100000
2000031000,1,6,1,1.44,50.30,100000
2000031000,1,6,2,0.96,0.00,100000
2000031000,1,6,3,0.96,0.00,100000
2000031000,1,6,4,0.96,0.00,100000
2000031000,1,6,5,1.44,0.00,100000
2000031000,1,6,6,100.61,5.76,100000
2000032000,1,6,1,0.96,41.92,100000
2000032000,1,6,2,1.44,0.00,100000
2000032000,1,6,3,1.44,0.00,100000
2000032000,1,6,4,0.96,0.00,100000
2000032000,1,6,5,0.96,0.00,100000
2000032000,1,6,6,100.61,5.76,100000
2000033000,1,6,1,0.96,25.15,100000
2000033000,1,6,2,0.96,0.00,100000
2000033000,1,6,3,0.96,0.00,100000
2000033000,1,6,4,1.44,0.00,100000
2000033000,1,6,5,1.44,0.00,100000
2000033000,1,6,6,100.61,5.76,100000
2000034000,1,6,1,1.44,25.15,100000
2000034000,1,6,2,1.44,0.00,100000
2000034000,1,6,3,0.96,0.00,100000
2000034000,1,6,4,0.96,0.00,100000
2000034000,1,6,5,0.96,0.00,100000
2000034000,1,6,6,100.61,5.76,100000
2000035000,1,6,1,0.96,25.15,100000
2000035000,1,6,2,0.96,0.00,100000
2000035000,1,6,3,1.44,0.00,100000
2000035000,1,6,4,1.44,0.00,100000
2000035000,1,6,5,0.96,0.00,100000
2000035000,1,6,6,100.61,5.76,100000
2000036000,1,6,1,1.44,16.77,100000
2000036000,1,6,2,0.96,0.00,100000
2000036000,1,6,3,0.96,0.00,100000
2000036000,1,6,4,0.96,0.00,100000
2000036000,1,6,5,1.44,0.00,100000
2000036000,1,6,6,100.61,5.76,100000
2000037000,1,6,1,0.96,16.77,100000
2000037000,1,6,2,1.44,0.00,100000
2000037000,1,6,3,1.44,0.00,100000
2000037000,1,6,4,0.96,0.00,100000
2000037000,1,6,5,0.96,0.00,100000
2000037000,1,6,6,100.61,5.76,100000
2000038000,1,6,1,0.96,8.38,100000
2000038000,1,6,2,0.96,0.00,100000
2000038000,1,6,3,0.96,0.00,100000
2000038000,1,6,4,1.44,0.00,100000
2000038000,1,6,5,1.44,0.00,100000
2000038000,1,6,6,100.61,5.76,100000
2000039000,1,6,1,1.44,16.77,100000
2000039000,1,6,2,1.44,0.00,100000
2000039000,1,6,3,0.96,0.00,100000
2000039000,1,6,4,0.96,0.00,100000
2000039000,1,6,5,0.96,0.00,100000
2000039000,1,6,6,100.61,5.76,100000
2000040000,1,6,1,0.96,8.38,100000
2000040000,1,6,2,0.96,0.00,100000
2000040000,1,6,3,1.44,0.00,100000
2000040000,1,6,4,1.44,0.00,100000
2000040000,1,6,5,0.96,0.00,100000
2000040000,1,6,6,100.61,5.76,100000
2000041000,1,6,1,1.44,8.38,100000
2000041000,1,6,2,0.96,0.00,100000
2000041000,1,6,3,0.96,0.00,100000
2000041000,1,6,4,0.96,0.00,100000
2000041000,1,6,5,1.44,0.00,100000
2000041000,1,6,6,100.61,5.76,100000
2000042000,1,6,1,0.96,0.00,100000
2000042000,1,6,2,1.44,0.00,100000
2000042000,1,6,3,1.44,0.00,100000
2000042000,1,6,4,0.96,0.00,100000
2000042000,1,6,5,0.96,0.00,100000
2000042000,1,6,6,100.61,5.76,100000
2000043000,1,6,1,0.96,8.38,100000
2000043000,1,6,2,0.96,0.00,100000
2000043000,1,6,3,0.96,0.00,100000
2000043000,1,6,4,1.44,0.00,100000
2000043000,1,6,5,1.44,0.00,100000
2000043000,1,6,6,108.99,5.76,100000
2000044000,1,6,1,1.44,8.38,100000
2000044000,1,6,2,1.44,0.00,100000
2000044000,1,6,3,0.96,0.00,100000
2000044000,1,6,4,0.96,0.00,100000
2000044000,1,6,5,0.96,0.00,100000
2000044000,1,6,6,100.61,5.76,100000
2000045000,1,6,1,0.96,0.00,100000
2000045000,1,6,2,0.96,0.00,100000
2000045000,1,6,3,1.44,0.00,100000
2000045000,1,6,4,1.44,0.00,100000
2000045000,1,6,5,0.96,0.00,100000
2000045000,1,6,6,100.61,5.76,100000
2000046000,1,6,1,1.44,0.00,100000
2000046000,1,6,2,1.44,0.00,100000
2000046000,1,6,3,0.96,0.00,100000
2000046000,1,6,4,0.96,0.00,100000
2000046000,1,6,5,1.44,0.00,100000
2000046000,1,6,6,100.61,6.24,100000
2000047000,1,6,1,0.96,8.38,100000
2000047000,1,6,2,0.96,0.00,100000
2000047000,1,6,3,1.44,0.00,100000
2000047000,1,6,4,1.44,0.00,100000
2000047000,1,6,5,0.96,0.00,100000
2000047000,1,6,6,100.61,5.76,100000
2000048000,1,6,1,1.44,0.00,100000
2000048000,1,6,2,0.96,0.00,100000
2000048000,1,6,3,0.96,0.00,100000
2000048000,1,6,4,0.96,0.00,100000
2000048000,1,6,5,1.44,0.00,100000
2000048000,1,6,6,100.61,5.76,100000
2000049000,1,6,1,0.96,8.38,100000
2000049000,1,6,2,1.44,0.00,100000
2000049000,1,6,3,1.44,0.00,100000
2000049000,1,6,4,0.96,0.00,100000
2000049000,1,6,5,0.96,0.00,100000
2000049000,1,6,6,100.61,5.76,100000
2000050000,1,6,1,0.96,0.00,100000
2000050000,1,6,2,0.96,0.00,100000
2000050000,1,6,3,0.96,0.00,100000
2000050000,1,6,4,1.44,0.00,100000
2000050000,1,6,5,1.44,0.00,100000
2000050000,1,6,6,100.61,5.76,100000
2000051000,1,6,1,1.44,0.00,100000
2000051000,1,6,2,1.44,0.00,100000
2000051000,1,6,3,0.96,0.00,100000
2000051000,1,6,4,0.96,0.00,100000
2000051000,1,6,5,0.96,0.00,100000
2000051000,1,6,6,100.61,5.76,100000
2000052000,1,6,1,0.96,0.00,100000
2000052000,1,6,2,0.96,0.00,100000
2000052000,1,6,3,1.44,0.00,100000
2000052000,1,6,4,1.44,0.00,100000
2000052000,1,6,5,0.96,0.00,100000
2000052000,1,6,6,100.61,5.76,100000
2000053000,1,6,1,1.44,0.00,100000
2000053000,1,6,2,0.96,0.00,100000
2000053000,1,6,3,0.96,0.00,100000
2000053000,1,6,4,0.96,0.00,100000
2000053000,1,6,5,1.44,0.00,100000
2000053000,1,6,6,100.61,5.76,100000
2000054000,1,6,1,0.96,0.00,100000
2000054000,1,6,2,1.44,0.00,100000
2000054000,1,6,3,1.44,0.00,100000
2000054000,1,6,4,0.96,0.00,100000
2000054000,1,6,5,0.96,0.00,100000
2000054000,1,6,6,100.61,5.76,100000
2000055000,1,6,1,0.96,8.38,100000
2000055000,1,6,2,0.96,0.00,100000
2000055000,1,6,3,0.96,0.00,100000
2000055000,1,6,4,1.44,0.00,100000
2000055000,1,6,5,1.44,0.00,100000
2000055000,1,6,6,100.61,5.76,100000
2000056000,1,6,1,1.44,0.00,100000
2000056000,1,6,2,1.44,0.00,100000
2000056000,1,6,3,0.96,0.00,100000
2000056000,1,6,4,0.96,0.00,100000
2000056000,1,6,5,0.96,0.00,100000
2000056000,1,6,6,100.61,5.76,100000
2000057000,1,6,1,0.96,0.00,100000
2000057000,1,6,2,0.96,0.00,100000
2000057000,1,6,3,1.44,0.00,100000
2000057000,1,6,4,1.44,0.00,100000
2000057000,1,6,5,0.96,0.00,100000
2000057000,1,6,6,100.61,5.76,100000
2000058000,1,6,1,1.44,0.00,100000
2000058000,1,6,2,0.96,0.00,100000
2000058000,1,6,3,0.96,0.00,100000
2000058000,1,6,4,0.96,0.00,100000
2000058000,1,6,5,1.44,0.00,100000
2000058000,1,6,6,100.61,5.76,100000
2000059000,1,6,1,0.96,0.00,100000
2000059000,1,6,2,1.44,0.00,100000
2000059000,1,6,3,1.44,0.00,100000
2000059000,1,6,4,0.96,0.00,100000
2000059000,1,6,5,0.96,0.00,100000
2000059000,1,6,6,100.61,5.76,100000
2000060000,1,6,1,0.96,0.00,100000
2000060000,1,6,2,0.96,0.00,100000
2000060000,1,6,3,0.96,0.00,100000
2000060000,1,6,4,1.44,0.00,100000
2000060000,1,6,5,1.44,0.00,100000
2000060000,1,6,6,100.61,5.76,100000
2000061000,1,6,1,1.44,0.00,100000
2000061000,1,6,2,1.44,0.00,100000
2000061000,1,6,3,0.96,0.00,100000
2000061000,1,6,4,0.96,0.00,100000
2000061000,1,6,5,0.96,0.00,100000
2000061000,1,6,6,100.61,5.76,100000
2000062000,1,6,1,0.96,0.00,100000
2000062000,1,6,2,0.96,0.00,100000
2000062000,1,6,3,1.44,0.00,100000
2000062000,1,6,4,1.44,0.00,100000
2000062000,1,6,5,0.96,0.00,100000
2000062000,1,6,6,100.61,5.76,100000
2000063000,1,6,1,1.44,0.00,100000
2000063000,1,6,2,0.96,0.00,100000
2000063000,1,6,3,0.96,0.00,100000
2000063000,1,6,4,0.96,0.00,100000
2000063000,1,6,5,1.44,0.00,100000
2000063000,1,6,6,100.61,5.76,100000
2000064000,1,6,1,0.96,0.00,100000
2000064000,1,6,2,1.44,0.00,100000
2000064000,1,6,3,1.44,0.00,100000
2000064000,1,6,4,0.96,0.00,100000
2000064000,1,6,5,0.96,0.00,100000
2000064000,1,6,6,108.99,5.76,100000
2000065000,1,6,1,0.96,0.00,100000
2000065000,1,6,2,0.96,0.00,100000
2000065000,1,6,3,0.96,0.00,100000
2000065000,1,6,4,1.44,0.00,100000
2000065000,1,6,5,1.44,0.00,100000
2000065000,1,6,6,100.61,5.76,100000
2000066000,1,6,1,1.44,8.38,100000
2000066000,1,6,2,1.44,0.00,100000
2000066000,1,6,3,0.96,0.00,100000
2000066000,1,6,4,0.96,0.00,100000
2000066000,1,6,5,0.96,0.00,100000
2000066000,1,6,6,100.61,5.76,100000
2000067000,1,6,1,0.96,0.00,100000
2000067000,1,6,2,0.96,0.00,100000
2000067000,1,6,3,1.44,0.00,100000
2000067000,1,6,4,1.44,0.00,100000
2000067000,1,6,5,1.44,0.00,100000
2000067000,1,6,6,100.61,6.24,100000
2000068000,1,6,1,1.44,0.00,100000
2000068000,1,6,2,1.44,0.00,100000
2000068000,1,6,3,0.96,0.00,100000
2000068000,1,6,4,0.96,0.00,100000
2000068000,1,6,5,0.96,0.00,100000
2000068000,1,6,6,100.61,5.76,100000
2000069000,1,6,1,0.96,0.00,100000
2000069000,1,6,2,0.96,0.00,100000
2000069000,1,6,3,1.44,0.00,100000
2000069000,1,6,4,1.44,0.00,100000
2000069000,1,6,5,0.96,0.00,100000
2000069000,1,6,6,100.61,5.76,100000
2000070000,1,6,1,1.44,0.00,100000
2000070000,1,6,2,0.96,0.00,100000
2000070000,1,6,3,0.96,0.00,100000
2000070000,1,6,4,0.96,0.00,100000
2000070000,1,6,5,1.44,0.00,100000
2000070000,1,6,6,100.61,5.76,100000
2000071000,1,6,1,0.96,0.00,100000
2000071000,1,6,2,1.44,0.00,100000
2000071000,1,6,3,1.44,0.00,100000
2000071000,1,6,4,0.96,0.00,100000
2000071000,1,6,5,0.96,0.00,100000
2000071000,1,6,6,100.61,5.76,100000
2000072000,1,6,1,0.96,0.00,100000
2000072000,1,6,2,0.96,0.00,100000
2000072000,1,6,3,0.96,0.00,100000
2000072000,1,6,4,1.44,0.00,100000
2000072000,1,6,5,1.44,0.00,100000
2000072000,1,6,6,100.61,5.76,100000
2000073000,1,6,1,1.44,0.00,100000
2000073000,1,6,2,1.44,0.00,100000
2000073000,1,6,3,0.96,0.00,100000
2000073000,1,6,4,0.96,0.00,100000
2000073000,1,6,5,0.96,0.00,100000
2000073000,1,6,6,100.61,5.76,100000
2000074000,1,6,1,0.96,0.00,100000
2000074000,1,6,2,0.96,0.00,100000
2000074000,1,6,3,1.44,0.00,100000
2000074000,1,6,4,1.44,0.00,100000
2000074000,1,6,5,0.96,0.00,100000
2000074000,1,6,6,100.61,5.76,100000
2000075000,1,6,1,1.44,0.00,100000
2000075000,1,6,2,0.96,0.00,100000
2000075000,1,6,3,0.96,0.00,100000
2000075000,1,6,4,0.96,0.00,100000
2000075000,1,6,5,1.44,0.00,100000
2000075000,1,6,6,100.61,5.76,100000
2000076000,1,6,1,0.96,0.00,100000
2000076000,1,6,2,1.44,0.00,100000
2000076000,1,6,3,1.44,0.00,100000
2000076000,1,6,4,0.96,0.00,100000
2000076000,1,6,5,0.96,0.00,100000
2000076000,1,6,6,100.61,5.76,100000
2000077000,1,6,1,0.96,0.00,100000
2000077000,1,6,2,0.96,0.00,100000
2000077000,1,6,3,0.96,0.00,100000
2000077000,1,6,4,1.44,0.00,100000
2000077000,1,6,5,1.44,0.00,100000
2000077000,1,6,6,100.61,5.76,100000
2000078000,1,6,1,1.44,0.00,100000
2000078000,1,6,2,1.44,0.00,100000
2000078000,1,6,3,0.96,0.00,100000
2000078000,1,6,4,0.96,0.00,100000
2000078000,1,6,5,0.96,0.00,100000
2000078000,1,6,6,100.61,5.76,100000
2000079000,1,6,1,0.96,0.00,100000
2000079000,1,6,2,0.96,0.00,100000
2000079000,1,6,3,1.44,0.00,100000
2000079000,1,6,4,1.44,0.00,100000
2000079000,1,6,5,0.96,0.00,100000
2000079000,1,6,6,100.61,5.76,100000
2000080000,1,6,1,1.44,0.00,100000
2000080000,1,6,2,0.96,0.00,100000
2000080000,1,6,3,0.96,0.00,100000
2000080000,1,6,4,0.96,0.00,100000
2000080000,1,6,5,1.44,0.00,100000
2000080000,1,6,6,100.61,5.76,100000
2000081000,1,6,1,0.96,0.00,100000
2000081000,1,6,2,1.44,0.00,100000
2000081000,1,6,3,1.44,0.00,100000
2000081000,1,6,4,0.96,0.00,100000
2000081000,1,6,5,0.96,0.00,100000
2000081000,1,6,6,100.61,5.76,100000
2000082000,1,6,1,0.96,0.00,100000
2000082000,1,6,2,0.96,0.00,100000
2000082000,1,6,3,0.96,0.00,100000
2000082000,1,6,4,1.44,0.00,100000
2000082000,1,6,5,1.44,0.00,100000
2000082000,1,6,6,100.61,5.76,100000
2000083000,1,6,1,1.44,0.00,100000
2000083000,1,6,2,1.44,0.00,100000
2000083000,1,6,3,0.96,0.00,100000
2000083000,1,6,4,0.96,0.00,100000
2000083000,1,6,5,0.96,0.00,100000
2000083000,1,6,6,100.61,5.76,100000
2000084000,1,6,1,0.96,0.00,100000
2000084000,1,6,2,0.96,0.00,100000
2000084000,1,6,3,1.44,0.00,100000
2000084000,1,6,4,1.44,0.00,100000
2000084000,1,6,5,0.96,0.00,100000
2000084000,1,6,6,100.61,5.76,100000
2000085000,1,6,1,1.44,0.00,100000
2000085000,1,6,2,0.96,0.00,100000
2000085000,1,6,3,0.96,0.00,100000
2000085000,1,6,4,0.96,0.00,100000
2000085000,1,6,5,1.44,0.00,100000
2000085000,1,6,6,108.99,5.76,100000
2000086000,1,6,1,0.96,0.00,100000
2000086000,1,6,2,1.44,0.00,100000
2000086000,1,6,3,1.44,0.00,100000
2000086000,1,6,4,0.96,0.00,100000
2000086000,1,6,5,0.96,0.00,100000
2000086000,1,6,6,100.61,5.76,100000
2000087000,1,6,1,1.44,0.00,100000
2000087000,1,6,2,0.48,0.00,100000
2000087000,1,6,3,0.96,0.00,100000
2000087000,1,6,4,1.92,0.00,100000
2000087000,1,6,5,1.44,0.00,100000
2000087000,1,6,6,100.61,6.24,100000
2000088000,1,6,1,2.40,0.00,100000
2000088000,1,6,2,0.96,0.00,100000
2000088000,1,6,3,0.96,0.00,100000
2000088000,1,6,4,0.48,0.00,100000
2000088000,1,6,5,0.96,0.00,100000
2000088000,1,6,6,100.61,5.76,100000
2000089000,1,6,1,5.28,0.00,100000
2000089000,1,6,2,0.48,0.00,100000
2000089000,1,6,6,100.61,5.76,100000
2000090000,1,6,1,5.76,0.00,100000
2000090000,1,6,6,100.61,5.76,100000
2000091000,1,6,1,5.76,0.00,100000
2000091000,1,6,6,100.61,5.76,100000
2000092000,1,6,1,5.76,0.00,100000
2000092000,1,6,6,41.92,5.76,100000
2000093000,1,6,1,5.76,0.00,100000
2000093000,1,6,6,0.00,5.76,100000
2000094000,1,6,1,2.88,0.00,100000
2000094000,1,6,6,0.00,2.88,100000
2000102000,1,6,2,0.00,100.61,100000
2000102000,1,6,3,0.00,100.61,100000
2000102000,1,6,4,0.00,100.61,100000
2000102000,1,6,5,0.00,100.61,100000
2000102000,1,6,6,100.61,0.00,100000
2000103000,1,6,2,0.00,100.61,100000
2000103000,1,6,3,0.00,100.61,100000
2000103000,1,6,4,0.00,100.61,100000
2000103000,1,6,5,0.00,100.61,100000
2000103000,1,6,6,100.61,0.00,100000
2000104000,1,6,2,1.44,100.61,100000
2000104000,1,6,3,1.44,100.61,100000
2000104000,1,6,4,1.44,100.61,100000
2000104000,1,6,5,0.96,100.61,100000
2000104000,1,6,6,100.61,5.28,100000
2000105000,1,6,2,1.44,100.61,100000
2000105000,1,6,3,1.44,100.61,100000
2000105000,1,6,4,1.44,100.61,100000
2000105000,1,6,5,1.44,100.61,100000
2000105000,1,6,6,100.61,5.76,100000
2000106000,1,6,2,1.44,100.61,100000
2000106000,1,6,3,1.44,100.61,100000
2000106000,1,6,4,1.44,100.61,100000
2000106000,1,6,5,1.44,100.61,100000
2000106000,1,6,6,100.61,5.76,100000
2000107000,1,6,2,1.44,100.61,100000
2000107000,1,6,3,1.44,100.61,100000
2000107000,1,6,4,1.44,100.61,100000
2000107000,1,6,5,1.44,100.61,100000
2000107000,1,6,6,100.61,5.76,100000
2000108000,1,6,2,1.44,100.61,100000
2000108000,1,6,3,1.44,100.61,100000
2000108000,1,6,4,1.44,100.61,100000
2000108000,1,6,5,1.44,100.61,100000
2000108000,1,6,6,100.61,5.76,100000
2000109000,1,6,2,1.44,100.61,100000
2000109000,1,6,3,1.44,100.61,100000
2000109000,1,6,4,1.44,100.61,100000
2000109000,1,6,5,1.44,100.61,100000
2000109000,1,6,6,100.61,5.76,100000
2000110000,1,6,2,1.44,100.61,100000
2000110000,1,6,3,1.44,100.61,100000
2000110000,1,6,4,1.44,100.61,100000
2000110000,1,6,5,1.44,100.61,100000
2000110000,1,6,6,100.61,5.76,100000
2000111000,1,6,2,1.44,100.61,100000
2000111000,1,6,3,1.44,100.61,100000
2000111000,1,6,4,1.44,100.61,100000
2000111000,1,6,5,1.44,100.61,100000
2000111000,1,6,6,100.61,5.76,100000
2000112000,1,6,2,1.44,100.61,100000
2000112000,1,6,3,1.44,100.61,100000
2000112000,1,6,4,1.44,100.61,100000
2000112000,1,6,5,1.44,100.61,100000
2000112000,1,6,6,100.61,5.76,100000
2000113000,1,6,2,1.44,100.61,100000
2000113000,1,6,3,1.44,100.61,100000
2000113000,1,6,4,1.44,100.61,100000
2000113000,1,6,5,1.44,100.61,100000
2000113000,1,6,6,100.61,5.76,100000
2000114000,1,6,2,1.44,100.61,100000
2000114000,1,6,3,1.44,100.61,100000
2000114000,1,6,4,1.44,100.61,100000
2000114000,1,6,5,1.44,100.61,100000
2000114000,1,6,6,100.61,5.76,100000
2000115000,1,6,2,1.44,67.07,100000
2000115000,1,6,3,1.44,100.61,100000
2000115000,1,6,4,1.44,100.61,100000
2000115000,1,6,5,1.44,100.61,100000
2000115000,1,6,6,100.61,5.76,100000
2000116000,1,6,2,1.44,50.30,100000
2000116000,1,6,3,1.44,100.61,100000
2000116000,1,6,4,1.44,100.61,100000
2000116000,1,6,5,1.44,92.22,100000
2000116000,1,6,6,100.61,5.76,100000
2000117000,1,6,2,1.44,50.30,100000
2000117000,1,6,3,1.44,0.00,100000
2000117000,1,6,4,1.44,0.00,100000
2000117000,1,6,5,1.44,8.38,100000
2000117000,1,6,6,100.61,5.76,100000
2000118000,1,6,2,1.44,33.54,100000
2000118000,1,6,3,1.44,0.00,100000
2000118000,1,6,4,1.44,0.00,100000
2000118000,1,6,5,1.44,0.00,100000
2000118000,1,6,6,100.61,5.76,100000
2000119000,1,6,2,1.44,0.00,100000
2000119000,1,6,3,1.44,0.00,100000
2000119000,1,6,4,1.44,0.00,100000
2000119000,1,6,5,1.44,0.00,100000
2000119000,1,6,6,100.61,5.76,100000
2000120000,1,6,2,1.44,0.00,100000
2000120000,1,6,3,1.44,0.00,100000
2000120000,1,6,4,1.44,0.00,100000
2000120000,1,6,5,1.44,0.00,100000
2000120000,1,6,6,100.61,5.76,100000
2000121000,1,6,2,1.44,0.00,100000
2000121000,1,6,3,1.44,0.00,100000
2000121000,1,6,4,1.44,0.00,100000
2000121000,1,6,5,1.44,0.00,100000
2000121000,1,6,6,100.61,5.76,100000
2000122000,1,6,2,1.44,0.00,100000
2000122000,1,6,3,1.44,0.00,100000
2000122000,1,6,4,1.44,0.00,100000
2000122000,1,6,5,1.44,0.00,100000
2000122000,1,6,6,108.99,5.76,100000
2000123000,1,6,2,1.44,0.00,100000
2000123000,1,6,3,1.44,0.00,100000
2000123000,1,6,4,1.44,0.00,100000
2000123000,1,6,5,1.44,0.00,100000
2000123000,1,6,6,100.61,5.76,100000
2000124000,1,6,2,1.44,0.00,100000
2000124000,1,6,3,1.44,0.00,100000
2000124000,1,6,4,1.44,0.00,100000
2000124000,1,6,5,1.44,0.00,100000
2000124000,1,6,6,100.61,5.76,100000
2000125000,1,6,2,1.44,0.00,100000
2000125000,1,6,3,1.44,0.00,100000
2000125000,1,6,4,1.44,0.00,100000
2000125000,1,6,5,1.92,0.00,100000
2000125000,1,6,6,100.61,6.24,100000
2000126000,1,6,2,1.44,0.00,100000
2000126000,1,6,3,1.44,0.00,100000
2000126000,1,6,4,1.44,0.00,100000
2000126000,1,6,5,1.44,0.00,100000
2000126000,1,6,6,100.61,5.76,100000
2000127000,1,6,2,1.44,0.00,100000
2000127000,1,6,3,1.44,0.00,100000
2000127000,1,6,4,1.44,0.00,100000
2000127000,1,6,5,1.44,0.00,100000
2000127000,1,6,6,100.61,5.76,100000
2000128000,1,6,2,1.44,0.00,100000
2000128000,1,6,3,1.44,0.00,100000
2000128000,1,6,4,1.44,0.00,100000
2000128000,1,6,5,1.44,0.00,100000
