2000011200,6,1,1048,0
2000011200,6,2,1048,0
2000011200,6,3,2096,0
2000011200,6,4,2096,0
2000011200,6,5,2096,0
2000011200,6,6,0,8384
2000011400,6,1,4192,0
2000011400,6,2,3144,0
2000011400,6,3,3144,0
2000011400,6,4,3144,0
2000011400,6,5,3144,0
2000011400,6,6,0,16768
2000011600,6,1,5240,0
2000011600,6,2,5240,0
2000011600,6,3,6288,0
2000011600,6,4,6288,0
2000011600,6,5,6288,0
2000011600,6,6,0,29344
2000011800,6,1,8384,0
2000011800,6,2,7336,0
2000011800,6,3,7336,0
2000011800,6,4,7336,0
2000011800,6,5,7336,0
2000011800,6,6,0,37728
2000012000,6,1,9432,0
2000012000,6,2,9432,0
2000012000,6,3,10480,0
2000012000,6,4,10480,0
2000012000,6,5,10480,0
2000012000,6,6,0,50304
2000012200,6,1,11528,0
2000012200,6,2,11528,0
2000012200,6,3,11528,0
2000012200,6,4,11528,0
2000012200,6,5,12576,0
2000012200,6,6,0,58688
2000012400,6,1,13624,0
2000012400,6,2,12576,0
2000012400,6,3,13624,0
2000012400,6,4,13624,0
2000012400,6,5,13624,0
2000012400,6,6,0,67072
2000012600,6,1,15720,0
2000012600,6,2,15720,0
2000012600,6,3,15720,0
2000012600,6,4,15720,0
2000012600,6,5,16768,0
2000012600,6,6,0,79648
2000012800,6,1,17816,0
2000012800,6,2,16768,0
2000012800,6,3,17816,0
2000012800,6,4,17816,0
2000012800,6,5,17816,0
2000012800,6,6,0,88032
2000013000,6,1,19912,0
2000013000,6,2,19912,0
2000013000,6,3,19912,0
2000013000,6,4,19912,0
2000013000,6,5,20960,0
2000013000,6,6,0,100608
2000013200,6,1,20960,0
2000013200,6,2,22008,0
2000013200,6,3,22008,0
2000013200,6,4,22008,0
2000013200,6,5,22008,0
2000013200,6,6,0,108992
2000013400,6,1,24104,0
2000013400,6,2,23056,0
2000013400,6,3,23056,0
2000013400,6,4,23056,0
2000013400,6,5,24104,0
2000013400,6,6,0,117376
2000013600,6,1,25152,0
2000013600,6,2,26200,0
2000013600,6,3,26200,0
2000013600,6,4,26200,0
2000013600,6,5,26200,0
2000013600,6,6,0,129952
2000013800,6,1,28296,0
2000013800,6,2,27248,0
2000013800,6,3,27248,0
2000013800,6,4,27248,0
2000013800,6,5,28296,0
