2000001200,2,1,1056,0
2000001200,2,2,0,1056
2000001400,2,1,2112,0
2000001400,2,2,0,2112
2000001600,2,1,3168,0
2000001600,2,2,0,3168
2000001800,2,1,4224,0
2000001800,2,2,0,4224
2000002000,2,1,5280,0
2000002000,2,2,0,5280
2000002200,2,1,7392,0
2000002200,2,2,0,7392
2000002400,2,1,8448,0
2000002400,2,2,0,8448
2000002600,2,1,9504,0
2000002600,2,2,0,9504
2000002800,2,1,10560,0
2000002800,2,2,0,10560
2000003000,2,1,11616,0
2000003000,2,2,0,11616
2000003200,2,1,13728,0
2000003200,2,2,0,13728
2000003400,2,1,14784,0
2000003400,2,2,0,14784
2000003600,2,1,15840,0
2000003600,2,2,0,15840
2000003800,2,1,16896,0
2000003800,2,2,0,16896
2000004000,2,1,17952,0
2000004000,2,2,0,17952
2000004200,2,1,20064,0
2000004200,2,2,0,20064
2000004400,2,1,21120,0
2000004400,2,2,0,21120
2000004600,2,1,22176,0
2000004600,2,2,0,22176
2000004800,2,1,23232,0
2000004800,2,2,0,23232
2000005000,2,1,24288,0
2000005000,2,2,0,24288
2000005200,2,1,26400,0
2000005200,2,2,0,26400
2000005400,2,1,27456,0
2000005400,2,2,0,27456
2000005600,2,1,28512,0
2000005600,2,2,0,28512
2000005800,2,1,29568,0
2000005800,2,2,0,29568
2000006000,2,1,30624,0
2000006000,2,2,0,30624
2000006200,2,1,31680,0
2000006200,2,2,0,31680
2000006400,2,1,33792,0
2000006400,2,2,0,33792
2000006600,2,1,34848,0
2000006600,2,2,0,34848
2000006800,2,1,35904,0
2000006800,2,2,0,35904
2000007000,2,1,36960,0
2000007000,2,2,0,36960
2000007200,2,1,38016,0
2000007200,2,2,0,38016
2000007400,2,1,40128,0
2000007400,2,2,0,40128
2000007600,2,1,41184,0
2000007600,2,2,0,41184
2000007800,2,1,42240,0
2000007800,2,2,0,42240
2000008000,2,1,43296,0
2000008000,2,2,0,43296
2000008200,2,1,44352,0
2000008200,2,2,0,44352
2000008400,2,1,46464,0
2000008400,2,2,0,46464
2000008600,2,1,47520,0
2000008600,2,2,0,47520
2000008800,2,1,48576,0
2000008800,2,2,0,48576
2000009000,2,1,49632,0
2000009000,2,2,0,49632
2000009200,2,1,50688,0
2000009200,2,2,0,50688
2000009400,2,1,52800,0
2000009400,2,2,0,52800
2000009600,2,1,53856,0
2000009600,2,2,0,53856
2000009800,2,1,54912,0
2000009800,2,2,0,54912
2000010000,2,1,55968,0
2000010000,2,2,0,55968
2000010200,2,1,57024,0
2000010200,2,2,0,57024
2000010400,2,1,58080,0
2000010400,2,2,0,58080
2000010600,2,1,60192,0
2000010600,2,2,0,60192
