# Throughput Monitoring Output
# Format: timestamp(ns),nodeType(0=host/1=switch),nodeId,portId,deltaTxBytes,deltaRxBytes,txThroughputMbps,rxThroughputMbps
2001200000,1,2,2,4224,240,11264.00,640.00
2001203000,1,2,1,240,4224,640.00,11264.00
2001203000,1,2,2,4224,240,11264.00,640.00
2001206000,1,2,1,240,3168,640.00,8448.00
2001206000,1,2,2,3168,240,8448.00,640.00
2001209000,1,2,1,240,4224,640.00,11264.00
2001209000,1,2,2,4224,240,11264.00,640.00
2001212000,1,2,1,180,4224,480.00,11264.00
2001212000,1,2,2,4224,180,11264.00,480.00
2001215000,1,2,1,240,4224,640.00,11264.00
2001215000,1,2,2,4224,240,11264.00,640.00
2001218000,1,2,1,240,4224,640.00,11264.00
2001218000,1,2,2,4224,240,11264.00,640.00
2001221000,1,2,1,240,4224,640.00,11264.00
2001221000,1,2,2,4224,240,11264.00,640.00
2001224000,1,2,1,240,4224,640.00,11264.00
2001224000,1,2,2,4224,240,11264.00,640.00
2001227000,1,2,1,240,4224,640.00,11264.00
2001227000,1,2,2,4224,240,11264.00,640.00
2001230000,1,2,1,240,4224,640.00,11264.00
2001230000,1,2,2,4224,240,11264.00,640.00
2001233000,1,2,1,240,4224,640.00,11264.00
2001233000,1,2,2,4224,240,11264.00,640.00
2001236000,1,2,1,300,5280,800.00,14080.00
2001236000,1,2,2,5280,300,14080.00,800.00
2001239000,1,2,1,240,4224,640.00,11264.00
2001239000,1,2,2,4224,240,11264.00,640.00
2001242000,1,2,1,240,4224,640.00,11264.00
2001242000,1,2,2,4224,240,11264.00,640.00
2001245000,1,2,1,240,4224,640.00,11264.00
2001245000,1,2,2,4224,240,11264.00,640.00
2001248000,1,2,1,240,4224,640.00,11264.00
2001248000,1,2,2,4224,240,11264.00,640.00
2001251000,1,2,1,240,5280,640.00,14080.00
2001251000,1,2,2,5280,240,14080.00,640.00
2001254000,1,2,1,300,4224,800.00,11264.00
2001254000,1,2,2,4224,300,11264.00,800.00
2001257000,1,2,1,240,4224,640.00,11264.00
2001257000,1,2,2,4224,240,11264.00,640.00
2001260000,1,2,1,240,4224,640.00,11264.00
2001260000,1,2,2,4224,240,11264.00,640.00
2001263000,1,2,1,300,5280,800.00,14080.00
2001263000,1,2,2,5280,300,14080.00,800.00
2001266000,1,2,1,240,4224,640.00,11264.00
2001266000,1,2,2,4224,240,11264.00,640.00
2001269000,1,2,1,240,4224,640.00,11264.00
2001269000,1,2,2,4224,240,11264.00,640.00
2001272000,1,2,1,300,5280,800.00,14080.00
2001272000,1,2,2,5280,300,14080.00,800.00
2001275000,1,2,1,240,4224,640.00,11264.00
2001275000,1,2,2,4224,240,11264.00,640.00
2001278000,1,2,1,240,5280,640.00,14080.00
2001278000,1,2,2,5280,240,14080.00,640.00
2001281000,1,2,1,300,4224,800.00,11264.00
2001281000,1,2,2,4224,300,11264.00,800.00
2001284000,1,2,1,240,5280,640.00,14080.00
2001284000,1,2,2,5280,240,14080.00,640.00
2001287000,1,2,1,300,4224,800.00,11264.00
2001287000,1,2,2,4224,300,11264.00,800.00
2001290000,1,2,1,240,5280,640.00,14080.00
2001290000,1,2,2,5280,240,14080.00,640.00
2001293000,1,2,1,300,4224,800.00,11264.00
2001293000,1,2,2,4224,300,11264.00,800.00
2001296000,1,2,1,300,5280,800.00,14080.00
2001296000,1,2,2,5280,300,14080.00,800.00
2001299000,1,2,1,240,4224,640.00,11264.00
2001299000,1,2,2,4224,240,11264.00,640.00
2001302000,1,2,1,300,5280,800.00,14080.00
2001302000,1,2,2,5280,300,14080.00,800.00
2001305000,1,2,1,240,5280,640.00,14080.00
2001305000,1,2,2,5280,240,14080.00,640.00
2001308000,1,2,1,300,4224,800.00,11264.00
2001308000,1,2,2,4224,300,11264.00,800.00
2001311000,1,2,1,300,5280,800.00,14080.00
2001311000,1,2,2,5280,300,14080.00,800.00
2001314000,1,2,1,240,5280,640.00,14080.00
2001314000,1,2,2,5280,240,14080.00,640.00
2001317000,1,2,1,300,5280,800.00,14080.00
2001317000,1,2,2,5280,300,14080.00,800.00
2001320000,1,2,1,300,4224,800.00,11264.00
2001320000,1,2,2,4224,300,11264.00,800.00
2001323000,1,2,1,300,5280,800.00,14080.00
2001323000,1,2,2,5280,300,14080.00,800.00
2001326000,1,2,1,240,5280,640.00,14080.00
2001326000,1,2,2,5280,240,14080.00,640.00
2001329000,1,2,1,300,5280,800.00,14080.00
2001329000,1,2,2,5280,300,14080.00,800.00
2001332000,1,2,1,300,5280,800.00,14080.00
2001332000,1,2,2,5280,300,14080.00,800.00
2001335000,1,2,1,300,5280,800.00,14080.00
2001335000,1,2,2,5280,300,14080.00,800.00
2001338000,1,2,1,300,4224,800.00,11264.00
2001338000,1,2,2,4224,300,11264.00,800.00
2001341000,1,2,1,300,5280,800.00,14080.00
2001341000,1,2,2,5280,300,14080.00,800.00
2001344000,1,2,1,300,5280,800.00,14080.00
2001344000,1,2,2,5280,300,14080.00,800.00
2001347000,1,2,1,300,5280,800.00,14080.00
2001347000,1,2,2,5280,300,14080.00,800.00
2001350000,1,2,1,300,5280,800.00,14080.00
2001350000,1,2,2,5280,300,14080.00,800.00
2001353000,1,2,1,300,5280,800.00,14080.00
2001353000,1,2,2,5280,300,14080.00,800.00
2001356000,1,2,1,300,5280,800.00,14080.00
2001356000,1,2,2,5280,300,14080.00,800.00
2001359000,1,2,1,300,5280,800.00,14080.00
2001359000,1,2,2,5280,300,14080.00,800.00
2001362000,1,2,1,300,6336,800.00,16896.00
2001362000,1,2,2,6336,300,16896.00,800.00
2001365000,1,2,1,300,5280,800.00,14080.00
2001365000,1,2,2,5280,300,14080.00,800.00
2001368000,1,2,1,300,5280,800.00,14080.00
2001368000,1,2,2,5280,300,14080.00,800.00
2001371000,1,2,1,300,5280,800.00,14080.00
2001371000,1,2,2,5280,300,14080.00,800.00
2001374000,1,2,1,300,5280,800.00,14080.00
2001374000,1,2,2,5280,300,14080.00,800.00
2001377000,1,2,1,360,5280,960.00,14080.00
2001377000,1,2,2,5280,360,14080.00,960.00
2001380000,1,2,1,300,6336,800.00,16896.00
2001380000,1,2,2,6336,300,16896.00,800.00
2001383000,1,2,1,300,5280,800.00,14080.00
2001383000,1,2,2,5280,300,14080.00,800.00
2001386000,1,2,1,300,5280,800.00,14080.00
2001386000,1,2,2,5280,300,14080.00,800.00
2001389000,1,2,1,360,5280,960.00,14080.00
2001389000,1,2,2,5280,360,14080.00,960.00
2001392000,1,2,1,300,6336,800.00,16896.00
2001392000,1,2,2,6336,300,16896.00,800.00
2001395000,1,2,1,300,5280,800.00,14080.00
2001395000,1,2,2,5280,300,14080.00,800.00
2001398000,1,2,1,360,5280,960.00,14080.00
2001398000,1,2,2,5280,360,14080.00,960.00
2001401000,1,2,1,300,6336,800.00,16896.00
2001401000,1,2,2,6336,300,16896.00,800.00
2001404000,1,2,1,300,5280,800.00,14080.00
2001404000,1,2,2,5280,300,14080.00,800.00
2001407000,1,2,1,360,6336,960.00,16896.00
2001407000,1,2,2,6336,360,16896.00,960.00
2001410000,1,2,1,300,2112,800.00,5632.00
2001410000,1,2,2,2112,300,5632.00,800.00
2001413000,1,2,1,60,0,160.00,0.00
2001413000,1,2,2,0,60,0.00,160.00
