# Link Utilization Monitoring Output
# Format: timestamp(ns),nodeType(0=host/1=switch),nodeId,portId,txUtilization%,rxUtilization%,linkBandwidthMbps
2000025000,1,2,1,3.22,100.61,100000
2000025000,1,2,2,100.61,5.76,50000
2000026000,1,2,1,2.88,100.61,100000
2000026000,1,2,2,100.61,5.76,50000
2000027000,1,2,1,3.22,100.61,100000
2000027000,1,2,2,100.61,5.76,50000
2000028000,1,2,1,2.88,100.61,100000
2000028000,1,2,2,100.61,5.76,50000
2000029000,1,2,1,3.22,100.61,100000
2000029000,1,2,2,100.61,5.76,50000
2000030000,1,2,1,2.88,100.61,100000
2000030000,1,2,2,100.61,5.76,50000
2000031000,1,2,1,3.22,100.61,100000
2000031000,1,2,2,100.61,5.76,50000
2000032000,1,2,1,2.88,100.61,100000
2000032000,1,2,2,100.61,5.76,50000
2000033000,1,2,1,3.22,100.61,100000
2000033000,1,2,2,100.61,5.76,50000
2000034000,1,2,1,2.88,100.61,100000
2000034000,1,2,2,100.61,5.76,50000
2000035000,1,2,1,3.22,100.61,100000
2000035000,1,2,2,100.61,5.76,50000
2000036000,1,2,1,2.88,100.61,100000
2000036000,1,2,2,100.61,5.76,50000
2000037000,1,2,1,3.22,100.61,100000
2000037000,1,2,2,100.61,5.76,50000
2000038000,1,2,1,2.88,100.61,100000
2000038000,1,2,2,100.61,5.76,50000
2000039000,1,2,1,3.22,100.61,100000
2000039000,1,2,2,100.61,5.76,50000
2000040000,1,2,1,2.88,100.61,100000
2000040000,1,2,2,100.61,5.76,50000
2000041000,1,2,1,2.74,100.61,100000
2000041000,1,2,2,100.61,4.80,50000
2000042000,1,2,1,2.88,100.61,100000
2000042000,1,2,2,100.61,5.76,50000
2000043000,1,2,1,3.22,108.99,100000
2000043000,1,2,2,83.84,5.76,50000
2000044000,1,2,1,2.88,100.61,100000
2000044000,1,2,2,100.61,5.76,50000
2000045000,1,2,1,3.22,100.61,100000
2000045000,1,2,2,100.61,5.76,50000
2000046000,1,2,1,2.88,100.61,100000
2000046000,1,2,2,100.61,5.76,50000
2000047000,1,2,1,3.22,100.61,100000
2000047000,1,2,2,100.61,5.76,50000
2000048000,1,2,1,2.88,100.61,100000
2000048000,1,2,2,100.61,5.76,50000
2000049000,1,2,1,3.22,100.61,100000
2000049000,1,2,2,100.61,5.76,50000
2000050000,1,2,1,2.88,92.22,100000
2000050000,1,2,2,100.61,5.76,50000
2000051000,1,2,1,3.22,100.61,100000
2000051000,1,2,2,100.61,5.76,50000
2000052000,1,2,1,2.88,83.84,100000
2000052000,1,2,2,100.61,5.76,50000
2000053000,1,2,1,3.22,92.22,100000
2000053000,1,2,2,100.61,5.76,50000
2000054000,1,2,1,2.88,83.84,100000
2000054000,1,2,2,100.61,5.76,50000
2000055000,1,2,1,3.22,75.46,100000
2000055000,1,2,2,100.61,5.76,50000
2000056000,1,2,1,2.88,75.46,100000
2000056000,1,2,2,100.61,5.76,50000
2000057000,1,2,1,3.22,75.46,100000
2000057000,1,2,2,100.61,5.76,50000
2000058000,1,2,1,2.88,75.46,100000
2000058000,1,2,2,100.61,5.76,50000
2000059000,1,2,1,3.22,67.07,100000
2000059000,1,2,2,100.61,5.76,50000
2000060000,1,2,1,2.88,67.07,100000
2000060000,1,2,2,100.61,5.76,50000
2000061000,1,2,1,3.22,67.07,100000
2000061000,1,2,2,100.61,5.76,50000
2000062000,1,2,1,2.88,67.07,100000
2000062000,1,2,2,100.61,5.76,50000
2000063000,1,2,1,3.22,58.69,100000
2000063000,1,2,2,100.61,5.76,50000
2000064000,1,2,1,2.88,67.07,100000
2000064000,1,2,2,100.61,5.76,50000
2000065000,1,2,1,3.22,58.69,100000
2000065000,1,2,2,100.61,5.76,50000
2000066000,1,2,1,2.88,58.69,100000
2000066000,1,2,2,100.61,5.76,50000
2000067000,1,2,1,3.22,58.69,100000
2000067000,1,2,2,100.61,5.76,50000
2000068000,1,2,1,2.88,58.69,100000
2000068000,1,2,2,100.61,5.76,50000
2000069000,1,2,1,3.22,58.69,100000
2000069000,1,2,2,100.61,5.76,50000
2000070000,1,2,1,2.88,58.69,100000
2000070000,1,2,2,100.61,5.76,50000
2000071000,1,2,1,3.22,50.30,100000
2000071000,1,2,2,100.61,5.76,50000
2000072000,1,2,1,2.88,58.69,100000
2000072000,1,2,2,100.61,5.76,50000
2000073000,1,2,1,3.22,50.30,100000
2000073000,1,2,2,100.61,5.76,50000
2000074000,1,2,1,2.88,58.69,100000
2000074000,1,2,2,100.61,5.76,50000
2000075000,1,2,1,3.22,50.30,100000
2000075000,1,2,2,100.61,5.76,50000
2000076000,1,2,1,2.88,58.69,100000
2000076000,1,2,2,100.61,5.76,50000
2000077000,1,2,1,3.22,50.30,100000
2000077000,1,2,2,100.61,5.76,50000
2000078000,1,2,1,2.88,50.30,100000
2000078000,1,2,2,100.61,5.76,50000
2000079000,1,2,1,3.22,58.69,100000
2000079000,1,2,2,100.61,5.76,50000
2000080000,1,2,1,2.88,50.30,100000
2000080000,1,2,2,100.61,5.76,50000
2000081000,1,2,1,3.22,50.30,100000
2000081000,1,2,2,100.61,5.76,50000
2000082000,1,2,1,2.88,50.30,100000
2000082000,1,2,2,100.61,5.76,50000
2000083000,1,2,1,3.22,58.69,100000
2000083000,1,2,2,100.61,5.76,50000
2000084000,1,2,1,2.88,50.30,100000
2000084000,1,2,2,100.61,5.76,50000
2000085000,1,2,1,3.22,50.30,100000
2000085000,1,2,2,100.61,5.76,50000
2000086000,1,2,1,2.88,50.30,100000
2000086000,1,2,2,100.61,5.76,50000
2000087000,1,2,1,3.22,50.30,100000
2000087000,1,2,2,100.61,5.76,50000
2000088000,1,2,1,2.88,50.30,100000
2000088000,1,2,2,100.61,5.76,50000
2000089000,1,2,1,3.22,50.30,100000
2000089000,1,2,2,100.61,5.76,50000
2000090000,1,2,1,2.88,50.30,100000
2000090000,1,2,2,100.61,5.76,50000
2000091000,1,2,1,3.22,50.30,100000
2000091000,1,2,2,100.61,5.76,50000
2000092000,1,2,1,2.88,58.69,100000
2000092000,1,2,2,100.61,5.76,50000
2000093000,1,2,1,3.22,50.30,100000
2000093000,1,2,2,100.61,5.76,50000
2000094000,1,2,1,2.88,50.30,100000
2000094000,1,2,2,100.61,5.76,50000
2000095000,1,2,1,3.22,50.30,100000
2000095000,1,2,2,100.61,5.76,50000
2000096000,1,2,1,2.88,50.30,100000
2000096000,1,2,2,100.61,5.76,50000
2000097000,1,2,1,3.22,50.30,100000
2000097000,1,2,2,100.61,5.76,50000
2000098000,1,2,1,2.88,50.30,100000
2000098000,1,2,2,100.61,5.76,50000
2000099000,1,2,1,3.22,50.30,100000
2000099000,1,2,2,100.61,5.76,50000
2000100000,1,2,1,2.88,50.30,100000
2000100000,1,2,2,100.61,5.76,50000
2000101000,1,2,1,3.22,50.30,100000
2000101000,1,2,2,100.61,5.76,50000
2000102000,1,2,1,2.88,50.30,100000
2000102000,1,2,2,100.61,5.76,50000
2000103000,1,2,1,3.22,50.30,100000
2000103000,1,2,2,100.61,5.76,50000
2000104000,1,2,1,2.88,50.30,100000
2000104000,1,2,2,100.61,5.76,50000
2000105000,1,2,1,3.22,50.30,100000
2000105000,1,2,2,100.61,5.76,50000
2000106000,1,2,1,2.88,50.30,100000
2000106000,1,2,2,100.61,5.76,50000
2000107000,1,2,1,3.22,50.30,100000
2000107000,1,2,2,100.61,5.76,50000
2000108000,1,2,1,2.88,50.30,100000
2000108000,1,2,2,100.61,5.76,50000
2000109000,1,2,1,3.22,50.30,100000
2000109000,1,2,2,100.61,5.76,50000
2000110000,1,2,1,2.88,50.30,100000
2000110000,1,2,2,100.61,5.76,50000
2000111000,1,2,1,3.22,50.30,100000
2000111000,1,2,2,100.61,5.76,50000
2000112000,1,2,1,2.88,50.30,100000
2000112000,1,2,2,100.61,5.76,50000
2000113000,1,2,1,3.22,50.30,100000
2000113000,1,2,2,100.61,5.76,50000
2000114000,1,2,1,2.88,50.30,100000
2000114000,1,2,2,100.61,5.76,50000
2000115000,1,2,1,3.22,50.30,100000
2000115000,1,2,2,100.61,5.76,50000
2000116000,1,2,1,2.88,50.30,100000
2000116000,1,2,2,100.61,5.76,50000
2000117000,1,2,1,3.22,50.30,100000
2000117000,1,2,2,100.61,5.76,50000
2000118000,1,2,1,2.88,50.30,100000
2000118000,1,2,2,100.61,5.76,50000
2000119000,1,2,1,3.22,50.30,100000
2000119000,1,2,2,100.61,5.76,50000
2000120000,1,2,1,2.88,50.30,100000
2000120000,1,2,2,100.61,5.76,50000
2000121000,1,2,1,3.22,50.30,100000
2000121000,1,2,2,100.61,5.76,50000
2000122000,1,2,1,2.88,58.69,100000
2000122000,1,2,2,100.61,5.76,50000
2000123000,1,2,1,3.22,50.30,100000
2000123000,1,2,2,100.61,5.76,50000
2000124000,1,2,1,2.88,50.30,100000
2000124000,1,2,2,100.61,5.76,50000
2000125000,1,2,1,2.74,50.30,100000
2000125000,1,2,2,100.61,4.80,50000
2000126000,1,2,1,2.88,50.30,100000
2000126000,1,2,2,100.61,5.76,50000
2000127000,1,2,1,3.22,41.92,100000
2000127000,1,2,2,83.84,5.76,50000
2000128000,1,2,1,2.88,50.30,100000
2000128000,1,2,2,100.61,5.76,50000
2000129000,1,2,1,3.22,50.30,100000
2000129000,1,2,2,100.61,5.76,50000
2000130000,1,2,1,2.88,50.30,100000
2000130000,1,2,2,100.61,5.76,50000
2000131000,1,2,1,3.22,50.30,100000
2000131000,1,2,2,100.61,5.76,50000
2000132000,1,2,1,2.88,50.30,100000
2000132000,1,2,2,100.61,5.76,50000
2000133000,1,2,1,3.22,50.30,100000
2000133000,1,2,2,100.61,5.76,50000
2000134000,1,2,1,2.88,50.30,100000
2000134000,1,2,2,100.61,5.76,50000
2000135000,1,2,1,3.22,50.30,100000
2000135000,1,2,2,100.61,5.76,50000
2000136000,1,2,1,2.88,50.30,100000
2000136000,1,2,2,100.61,5.76,50000
2000137000,1,2,1,3.22,50.30,100000
2000137000,1,2,2,100.61,5.76,50000
2000138000,1,2,1,2.88,50.30,100000
2000138000,1,2,2,100.61,5.76,50000
2000139000,1,2,1,3.22,50.30,100000
2000139000,1,2,2,100.61,5.76,50000
2000140000,1,2,1,2.88,50.30,100000
2000140000,1,2,2,100.61,5.76,50000
2000141000,1,2,1,3.22,50.30,100000
2000141000,1,2,2,100.61,5.76,50000
2000142000,1,2,1,2.88,50.30,100000
2000142000,1,2,2,100.61,5.76,50000
2000143000,1,2,1,3.22,50.30,100000
2000143000,1,2,2,100.61,5.76,50000
2000144000,1,2,1,2.88,50.30,100000
2000144000,1,2,2,100.61,5.76,50000
2000145000,1,2,1,3.22,50.30,100000
2000145000,1,2,2,100.61,5.76,50000
2000146000,1,2,1,2.88,50.30,100000
2000146000,1,2,2,100.61,5.76,50000
2000147000,1,2,1,3.22,50.30,100000
2000147000,1,2,2,100.61,5.76,50000
2000148000,1,2,1,2.88,41.92,100000
2000148000,1,2,2,100.61,5.76,50000
2000149000,1,2,1,3.22,50.30,100000
2000149000,1,2,2,100.61,5.76,50000
2000150000,1,2,1,2.88,50.30,100000
2000150000,1,2,2,100.61,5.76,50000
2000151000,1,2,1,3.22,50.30,100000
2000151000,1,2,2,100.61,5.76,50000
2000152000,1,2,1,2.88,50.30,100000
2000152000,1,2,2,100.61,5.76,50000
2000153000,1,2,1,3.22,50.30,100000
2000153000,1,2,2,100.61,5.76,50000
2000154000,1,2,1,2.88,50.30,100000
2000154000,1,2,2,100.61,5.76,50000
2000155000,1,2,1,3.22,50.30,100000
2000155000,1,2,2,100.61,5.76,50000
2000156000,1,2,1,2.88,50.30,100000
2000156000,1,2,2,100.61,5.76,50000
2000157000,1,2,1,3.22,58.69,100000
2000157000,1,2,2,100.61,5.76,50000
2000158000,1,2,1,2.88,50.30,100000
2000158000,1,2,2,100.61,5.76,50000
2000159000,1,2,1,3.22,50.30,100000
2000159000,1,2,2,100.61,5.76,50000
2000160000,1,2,1,2.88,50.30,100000
2000160000,1,2,2,100.61,5.76,50000
2000161000,1,2,1,3.22,50.30,100000
2000161000,1,2,2,100.61,5.76,50000
2000162000,1,2,1,2.88,50.30,100000
2000162000,1,2,2,100.61,5.76,50000
2000163000,1,2,1,3.22,41.92,100000
2000163000,1,2,2,100.61,5.76,50000
2000164000,1,2,1,2.88,50.30,100000
2000164000,1,2,2,100.61,5.76,50000
2000165000,1,2,1,3.22,50.30,100000
2000165000,1,2,2,100.61,5.76,50000
2000166000,1,2,1,2.88,50.30,100000
2000166000,1,2,2,100.61,5.76,50000
2000167000,1,2,1,3.22,50.30,100000
2000167000,1,2,2,100.61,5.76,50000
2000168000,1,2,1,2.88,50.30,100000
2000168000,1,2,2,100.61,5.76,50000
2000169000,1,2,1,3.22,58.69,100000
2000169000,1,2,2,100.61,5.76,50000
2000170000,1,2,1,2.88,50.30,100000
2000170000,1,2,2,100.61,5.76,50000
2000171000,1,2,1,3.22,50.30,100000
2000171000,1,2,2,100.61,5.76,50000
2000172000,1,2,1,2.88,50.30,100000
2000172000,1,2,2,100.61,5.76,50000
2000173000,1,2,1,3.22,50.30,100000
2000173000,1,2,2,100.61,5.76,50000
2000174000,1,2,1,2.88,50.30,100000
2000174000,1,2,2,100.61,5.76,50000
2000175000,1,2,1,3.22,50.30,100000
2000175000,1,2,2,100.61,5.76,50000
2000176000,1,2,1,2.88,41.92,100000
2000176000,1,2,2,100.61,5.76,50000
2000177000,1,2,1,3.22,50.30,100000
2000177000,1,2,2,100.61,5.76,50000
2000178000,1,2,1,2.88,50.30,100000
2000178000,1,2,2,100.61,5.76,50000
2000179000,1,2,1,3.22,50.30,100000
2000179000,1,2,2,100.61,5.76,50000
2000180000,1,2,1,2.88,50.30,100000
2000180000,1,2,2,100.61,5.76,50000
2000181000,1,2,1,3.22,50.30,100000
2000181000,1,2,2,100.61,5.76,50000
2000182000,1,2,1,2.88,50.30,100000
2000182000,1,2,2,100.61,5.76,50000
2000183000,1,2,1,3.22,50.30,100000
2000183000,1,2,2,100.61,5.76,50000
2000184000,1,2,1,2.88,50.30,100000
2000184000,1,2,2,100.61,5.76,50000
2000185000,1,2,1,3.22,50.30,100000
2000185000,1,2,2,100.61,5.76,50000
2000186000,1,2,1,2.88,58.69,100000
2000186000,1,2,2,100.61,5.76,50000
2000187000,1,2,1,3.22,50.30,100000
2000187000,1,2,2,100.61,5.76,50000
2000188000,1,2,1,2.88,50.30,100000
2000188000,1,2,2,100.61,5.76,50000
2000189000,1,2,1,3.22,50.30,100000
2000189000,1,2,2,100.61,5.76,50000
2000190000,1,2,1,2.88,50.30,100000
2000190000,1,2,2,100.61,5.76,50000
2000191000,1,2,1,3.22,41.92,100000
2000191000,1,2,2,100.61,5.76,50000
2000192000,1,2,1,2.88,50.30,100000
2000192000,1,2,2,100.61,5.76,50000
2000193000,1,2,1,3.22,50.30,100000
2000193000,1,2,2,100.61,5.76,50000
2000194000,1,2,1,2.88,50.30,100000
2000194000,1,2,2,100.61,5.76,50000
2000195000,1,2,1,3.22,50.30,100000
2000195000,1,2,2,100.61,5.76,50000
2000196000,1,2,1,2.88,50.30,100000
2000196000,1,2,2,100.61,5.76,50000
2000197000,1,2,1,3.22,50.30,100000
2000197000,1,2,2,100.61,5.76,50000
2000198000,1,2,1,2.88,58.69,100000
2000198000,1,2,2,100.61,5.76,50000
2000199000,1,2,1,3.22,50.30,100000
2000199000,1,2,2,100.61,5.76,50000
2000200000,1,2,1,2.88,50.30,100000
2000200000,1,2,2,100.61,5.76,50000
2000201000,1,2,1,3.22,50.30,100000
2000201000,1,2,2,100.61,5.76,50000
2000202000,1,2,1,2.88,50.30,100000
2000202000,1,2,2,100.61,5.76,50000
2000203000,1,2,1,3.22,41.92,100000
2000203000,1,2,2,100.61,5.76,50000
2000204000,1,2,1,2.88,50.30,100000
2000204000,1,2,2,100.61,5.76,50000
2000205000,1,2,1,3.22,50.30,100000
2000205000,1,2,2,100.61,5.76,50000
2000206000,1,2,1,2.88,50.30,100000
2000206000,1,2,2,100.61,5.76,50000
2000207000,1,2,1,3.22,50.30,100000
2000207000,1,2,2,100.61,5.76,50000
2000208000,1,2,1,2.40,50.30,100000
2000208000,1,2,2,100.61,4.80,50000
2000209000,1,2,1,3.22,58.69,100000
2000209000,1,2,2,100.61,5.76,50000
2000210000,1,2,1,2.88,50.30,100000
2000210000,1,2,2,83.84,5.76,50000
2000211000,1,2,1,3.22,50.30,100000
2000211000,1,2,2,100.61,5.76,50000
2000212000,1,2,1,2.88,50.30,100000
2000212000,1,2,2,100.61,5.76,50000
2000213000,1,2,1,3.22,50.30,100000
2000213000,1,2,2,100.61,5.76,50000
2000214000,1,2,1,2.88,41.92,100000
2000214000,1,2,2,100.61,5.76,50000
2000215000,1,2,1,3.22,50.30,100000
2000215000,1,2,2,100.61,5.76,50000
2000216000,1,2,1,2.88,50.30,100000
2000216000,1,2,2,100.61,5.76,50000
2000217000,1,2,1,3.22,50.30,100000
2000217000,1,2,2,100.61,5.76,50000
2000218000,1,2,1,2.88,50.30,100000
2000218000,1,2,2,100.61,5.76,50000
2000219000,1,2,1,3.22,50.30,100000
2000219000,1,2,2,100.61,5.76,50000
2000220000,1,2,1,2.88,50.30,100000
2000220000,1,2,2,100.61,5.76,50000
2000221000,1,2,1,3.22,50.30,100000
2000221000,1,2,2,100.61,5.76,50000
2000222000,1,2,1,2.88,50.30,100000
2000222000,1,2,2,100.61,5.76,50000
2000223000,1,2,1,3.22,50.30,100000
2000223000,1,2,2,100.61,5.76,50000
2000224000,1,2,1,2.88,50.30,100000
2000224000,1,2,2,100.61,5.76,50000
2000225000,1,2,1,3.22,50.30,100000
2000225000,1,2,2,100.61,5.76,50000
2000226000,1,2,1,2.88,50.30,100000
2000226000,1,2,2,100.61,5.76,50000
2000227000,1,2,1,3.22,50.30,100000
2000227000,1,2,2,100.61,5.76,50000
2000228000,1,2,1,2.88,50.30,100000
2000228000,1,2,2,100.61,5.76,50000
2000229000,1,2,1,3.22,41.92,100000
2000229000,1,2,2,100.61,5.76,50000
2000230000,1,2,1,2.88,50.30,100000
2000230000,1,2,2,100.61,5.76,50000
2000231000,1,2,1,3.22,50.30,100000
2000231000,1,2,2,100.61,5.76,50000
2000232000,1,2,1,2.88,50.30,100000
2000232000,1,2,2,100.61,5.76,50000
2000233000,1,2,1,3.22,50.30,100000
2000233000,1,2,2,100.61,5.76,50000
2000234000,1,2,1,2.88,50.30,100000
2000234000,1,2,2,100.61,5.76,50000
2000235000,1,2,1,3.22,58.69,100000
2000235000,1,2,2,100.61,5.76,50000
2000236000,1,2,1,2.88,50.30,100000
2000236000,1,2,2,100.61,5.76,50000
2000237000,1,2,1,3.22,50.30,100000
2000237000,1,2,2,100.61,5.76,50000
2000238000,1,2,1,2.88,50.30,100000
2000238000,1,2,2,100.61,5.76,50000
2000239000,1,2,1,3.22,50.30,100000
2000239000,1,2,2,100.61,5.76,50000
2000240000,1,2,1,2.88,50.30,100000
2000240000,1,2,2,100.61,5.76,50000
2000241000,1,2,1,3.22,41.92,100000
2000241000,1,2,2,100.61,5.76,50000
2000242000,1,2,1,2.88,50.30,100000
2000242000,1,2,2,100.61,5.76,50000
2000243000,1,2,1,3.22,50.30,100000
2000243000,1,2,2,100.61,5.76,50000
2000244000,1,2,1,2.88,50.30,100000
2000244000,1,2,2,100.61,5.76,50000
2000245000,1,2,1,3.22,50.30,100000
2000245000,1,2,2,100.61,5.76,50000
2000246000,1,2,1,2.88,50.30,100000
2000246000,1,2,2,100.61,5.76,50000
2000247000,1,2,1,3.22,50.30,100000
2000247000,1,2,2,100.61,5.76,50000
2000248000,1,2,1,2.88,50.30,100000
2000248000,1,2,2,100.61,5.76,50000
2000249000,1,2,1,3.22,50.30,100000
2000249000,1,2,2,100.61,5.76,50000
2000250000,1,2,1,2.88,50.30,100000
2000250000,1,2,2,100.61,5.76,50000
2000251000,1,2,1,3.22,50.30,100000
2000251000,1,2,2,100.61,5.76,50000
2000252000,1,2,1,2.88,50.30,100000
2000252000,1,2,2,100.61,5.76,50000
2000253000,1,2,1,3.22,58.69,100000
2000253000,1,2,2,100.61,5.76,50000
2000254000,1,2,1,2.88,50.30,100000
2000254000,1,2,2,100.61,5.76,50000
2000255000,1,2,1,3.22,50.30,100000
2000255000,1,2,2,100.61,5.76,50000
2000256000,1,2,1,2.88,50.30,100000
2000256000,1,2,2,100.61,5.76,50000
2000257000,1,2,1,3.22,41.92,100000
2000257000,1,2,2,100.61,5.76,50000
2000258000,1,2,1,2.88,50.30,100000
2000258000,1,2,2,100.61,5.76,50000
2000259000,1,2,1,3.22,50.30,100000
2000259000,1,2,2,100.61,5.76,50000
2000260000,1,2,1,2.88,50.30,100000
2000260000,1,2,2,100.61,5.76,50000
2000261000,1,2,1,3.22,50.30,100000
2000261000,1,2,2,100.61,5.76,50000
2000262000,1,2,1,2.88,50.30,100000
2000262000,1,2,2,100.61,5.76,50000
2000263000,1,2,1,3.22,50.30,100000
2000263000,1,2,2,100.61,5.76,50000
2000264000,1,2,1,2.88,58.69,100000
2000264000,1,2,2,100.61,5.76,50000
2000265000,1,2,1,3.22,50.30,100000
2000265000,1,2,2,100.61,5.76,50000
2000266000,1,2,1,2.88,50.30,100000
2000266000,1,2,2,100.61,5.76,50000
2000267000,1,2,1,3.22,50.30,100000
2000267000,1,2,2,100.61,5.76,50000
2000268000,1,2,1,2.88,50.30,100000
2000268000,1,2,2,100.61,5.76,50000
2000269000,1,2,1,3.22,41.92,100000
2000269000,1,2,2,100.61,5.76,50000
2000270000,1,2,1,2.88,50.30,100000
2000270000,1,2,2,100.61,5.76,50000
2000271000,1,2,1,3.22,50.30,100000
2000271000,1,2,2,100.61,5.76,50000
2000272000,1,2,1,2.88,50.30,100000
2000272000,1,2,2,100.61,5.76,50000
2000273000,1,2,1,3.22,50.30,100000
2000273000,1,2,2,100.61,5.76,50000
2000274000,1,2,1,2.88,50.30,100000
2000274000,1,2,2,100.61,5.76,50000
2000275000,1,2,1,3.22,50.30,100000
2000275000,1,2,2,100.61,5.76,50000
2000276000,1,2,1,2.88,58.69,100000
2000276000,1,2,2,100.61,5.76,50000
2000277000,1,2,1,3.22,16.77,100000
2000277000,1,2,2,100.61,5.76,50000
2000278000,1,2,1,2.88,0.00,100000
2000278000,1,2,2,100.61,5.76,50000
2000279000,1,2,1,3.22,0.00,100000
2000279000,1,2,2,100.61,5.76,50000
2000280000,1,2,1,2.88,0.00,100000
2000280000,1,2,2,100.61,5.76,50000
2000281000,1,2,1,3.22,0.00,100000
2000281000,1,2,2,100.61,5.76,50000
2000282000,1,2,1,2.88,0.00,100000
2000282000,1,2,2,100.61,5.76,50000
2000283000,1,2,1,3.22,0.00,100000
2000283000,1,2,2,100.61,5.76,50000
2000284000,1,2,1,2.88,0.00,100000
2000284000,1,2,2,100.61,5.76,50000
2000285000,1,2,1,3.22,0.00,100000
2000285000,1,2,2,100.61,5.76,50000
2000286000,1,2,1,2.88,0.00,100000
2000286000,1,2,2,100.61,5.76,50000
2000287000,1,2,1,3.22,0.00,100000
2000287000,1,2,2,100.61,5.76,50000
2000288000,1,2,1,2.88,0.00,100000
2000288000,1,2,2,100.61,5.76,50000
2000289000,1,2,1,3.22,0.00,100000
2000289000,1,2,2,100.61,5.76,50000
2000290000,1,2,1,2.88,0.00,100000
2000290000,1,2,2,100.61,5.76,50000
2000291000,1,2,1,3.22,0.00,100000
2000291000,1,2,2,100.61,5.76,50000
2000292000,1,2,1,2.40,0.00,100000
2000292000,1,2,2,100.61,4.80,50000
2000293000,1,2,1,3.22,0.00,100000
2000293000,1,2,2,100.61,5.76,50000
2000294000,1,2,1,2.88,0.00,100000
2000294000,1,2,2,83.84,5.76,50000
2000295000,1,2,1,3.22,0.00,100000
2000295000,1,2,2,100.61,5.76,50000
2000296000,1,2,1,2.88,0.00,100000
2000296000,1,2,2,100.61,5.76,50000
2000297000,1,2,1,3.22,0.00,100000
2000297000,1,2,2,100.61,5.76,50000
2000298000,1,2,1,2.88,0.00,100000
2000298000,1,2,2,100.61,5.76,50000
2000299000,1,2,1,3.22,0.00,100000
2000299000,1,2,2,100.61,5.76,50000
2000300000,1,2,1,2.88,0.00,100000
2000300000,1,2,2,100.61,5.76,50000
2000301000,1,2,1,3.22,0.00,100000
2000301000,1,2,2,100.61,5.76,50000
2000302000,1,2,1,2.88,0.00,100000
2000302000,1,2,2,100.61,5.76,50000
2000303000,1,2,1,3.22,0.00,100000
2000303000,1,2,2,100.61,5.76,50000
2000304000,1,2,1,2.88,0.00,100000
2000304000,1,2,2,100.61,5.76,50000
2000305000,1,2,1,3.22,0.00,100000
2000305000,1,2,2,100.61,5.76,50000
2000306000,1,2,1,2.88,0.00,100000
2000306000,1,2,2,100.61,5.76,50000
2000307000,1,2,1,3.22,0.00,100000
2000307000,1,2,2,100.61,5.76,50000
2000308000,1,2,1,2.88,0.00,100000
2000308000,1,2,2,100.61,5.76,50000
2000309000,1,2,1,3.22,0.00,100000
2000309000,1,2,2,100.61,5.76,50000
2000310000,1,2,1,2.88,0.00,100000
2000310000,1,2,2,100.61,5.76,50000
2000311000,1,2,1,3.22,0.00,100000
2000311000,1,2,2,100.61,5.76,50000
2000312000,1,2,1,2.88,0.00,100000
2000312000,1,2,2,100.61,5.76,50000
2000313000,1,2,1,3.22,0.00,100000
2000313000,1,2,2,100.61,5.76,50000
2000314000,1,2,1,2.88,0.00,100000
2000314000,1,2,2,100.61,5.76,50000
2000315000,1,2,1,3.22,0.00,100000
2000315000,1,2,2,100.61,5.76,50000
2000316000,1,2,1,2.88,0.00,100000
