node_type,node_id,port_id,port_name,avg_tx_util,max_tx_util,avg_rx_util,max_rx_util,link_bw_mbps
Switch,2,1,S2-P1,1.0037278106508876,5.98,16.663343195266272,101.38,100000
Switch,2,2,S2-P2,33.32585798816568,101.38,1.893491124260355,5.76,50000
